"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"2971","Летний Кубок МММЦ","Москва","Открытый молодёжный фестиваль интеллектуальных игр ""Летний Кубок МММЦ - 2014""","2014-08-23 00:00:00","2014-08-23 00:00:00","4","12","","48","Обычный","0","","","","","http://mymfc.ru/pages/int-club",NA,NA
"2925","Всемирный синхрон ЛУК","","Международный синхронный турнир ЛУК по ЧГК","2014-07-18 00:00:00","2014-07-21 00:00:00","3","15","","45","Синхрон","8","","","2014-07-17","Турнир проводится на уже отыгранных вопросах","",NA,NA
"2939","Пущинские дали","Пущино","ГОРОДСКОЙ ОТКРЫТЫЙ ФЕСТИВАЛЬ ИНТЕЛЛЕКТУАЛЬНЫХ ИГР «ПУЩИНСКИЕ ДАЛИ  - 2014»","2014-07-12 00:00:00","2014-07-13 00:00:00","6","12","","72","Обычный","1500","","","","","http://p-prostory.livejournal.com",NA,NA
"2849","&","","Амперсанд. Бумага и кожа","2014-06-21 00:00:00","2014-06-23 00:00:00","4","10","","40","Синхрон","0","","","2014-06-19","","",NA,NA
"2754","Апрельские этюды","","Апрельские этюды","2014-04-12 00:00:00","2014-04-15 00:00:00","3","12","","36","Синхрон","100","0","школьные команды","2014-04-11","","",NA,NA
"2805","Чемпионат Московской области","Химки","XIII Чемпионат Московской области по ""Что? Где? Когда?"". Финал групп СТ и ВЗ","2014-03-23 00:00:00","2014-03-23 00:00:00","4","12","","48","Обычный","0","0","","","","http://intring.ru/",NA,NA
"2740","Кубок Тридевятого Вала","","Кубок Тридевятого Вала","2014-02-08 00:00:00","2014-02-10 00:00:00","3","15","","45","Синхрон","6","0","для команд, состоящих полностью из школьников","2014-02-06","","http://chgk-tridev-val.livejournal.com/",NA,NA
"2715","Чемпионат Москвы. Отбор. Третий этап","Москва","","2013-11-24 00:00:00","2013-11-24 00:00:00","3","12","","36","Региональный","","","","","","",NA,NA
"2548","Кубок вМоГоТУ","Москва","Фестиваль интеллектуальных игр ""Кубок вМоГоТУ - 2013""","2013-10-26 00:00:00","2013-10-26 00:00:00","4","12","","48","Обычный","1800","0","участие в спецзачетах фестиваля согласно Регламенту","","","http://hoster.bmstu.ru/~brain/BMSTU-vMoGoTU-13.htm",NA,NA
"2526","Открытый чемпионат Реутова","Реутов","III открытый чемпионат г. Реутов","2013-09-28 00:00:00","2013-09-28 00:00:00","4","12","","48","Обычный","1500","","","","","",NA,NA
"2703","Чемпионат Москвы. Первая лига","Москва","","2012-11-18 00:00:00","2013-06-30 00:00:00","0","0","","0","Региональный","","","","","","",NA,NA
"2302","Открытый кубок МГПУ","Москва","","2013-04-20 00:00:00","2013-04-20 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1955","Чемпионат Москвы. Отбор","Москва","","2011-10-23 00:00:00","2011-10-23 00:00:00","7","12","","84","Обычный","","","","","","",NA,NA
"1711","Чемпионат Москвы. Первая лига","Москва","","2011-01-15 00:00:00","2011-06-04 00:00:00","14","18","","252","Обычный","","","","","","http://community.livejournal.com/moscow_first/",NA,NA
"1756","Неспростая весна","Москва","","2011-03-27 00:00:00","2011-03-27 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1694","Неспростая зима","Москва","","2010-12-26 00:00:00","2010-12-26 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1655","Чемпионат Москвы. Отбор. Третий этап","Москва","","2010-10-10 00:00:00","2010-10-10 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1654","Чемпионат Москвы. Отбор. Второй этап","Москва","","2010-10-10 00:00:00","2010-10-10 00:00:00","3","15","","45","Региональный","","","","","","",NA,NA
"691","Чемпионат Москвы. Первая лига","Москва","","2009-11-28 00:00:00","2010-06-05 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"561","Неспростая зима","Москва","","2009-12-27 00:00:00","2009-12-27 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"512","Кубок Метрополии","","","2009-06-12 00:00:00","2009-06-12 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"508","Чемпионат Москвы. Первая лига","Москва","","2008-11-29 00:00:00","2009-06-06 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"446","Неспростая весна","Москва","","2009-03-29 00:00:00","2009-03-29 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"438","Полярная ночь в Москве","Москва","","2008-12-21 00:00:00","2008-12-21 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"421","Неспростая зима","Москва","","2008-12-21 00:00:00","2008-12-21 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"403","Кубок вМоГоТУ","Москва","","2008-11-22 00:00:00","2008-11-22 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"365","Чемпионат Москвы. Первая лига","Москва","","2007-10-15 00:00:00","2008-06-21 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"206","Кубок вМоГоТУ","Москва","","2006-12-09 00:00:00","2006-12-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"45","Чемпионат Москвы. Высшая лига","Москва","","2003-10-30 00:00:00","2004-05-23 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"26","Открытый кубок Татарстана","Казань","","2003-10-26 00:00:00","2003-10-26 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1405","Чемпионат Москвы. Первая лига","Москва","","2002-11-03 00:00:00","2003-05-18 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1361","Одессея","Одесса","","2003-05-10 00:00:00","2003-05-11 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1280","Чемпионат Москвы. Первая лига","Москва","","2001-10-20 00:00:00","2002-06-02 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1217","Открытый чемпионат Зеленограда. Взрослые команды","Зеленоград","","2001-12-09 00:00:00","2001-12-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1159","Белые ночи","Санкт-Петербург","","2001-07-08 00:00:00","2001-07-09 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1116","Чемпионат Москвы. Первая лига","Москва","","2000-10-01 00:00:00","2001-05-05 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1101","Жаркая зима","Владимир","","2001-02-24 00:00:00","2001-02-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4578","Синхрон Смузиленда","","III Синхрон Смузиленда","2018-03-02 19:00:00","2018-03-06 19:00:00","3","12","","36","Синхрон","300","","","2018-03-06","","",NA,NA
"4461","Самариум","Самара","XIX межрегиональный фестиваль интеллектуальных игр ""СамариУМ-2017""","2017-12-02 14:00:00","2017-12-03 14:00:00","4","18","","72","Обычный","2400","0","Школьные команды","","","https://vk.com/samaraliga",NA,NA
"4270","Саратов","Саратов","19-й межрегиональный фестиваль интеллектуальных игр ""Саратов-2017""","2017-04-29 14:00:00","2017-05-01 16:00:00","6","15","","90","Обычный","35","0","Школьная команда","","","http://saratovfest.livejournal.com/",NA,NA
"4215","Синхронный Кубок Зеленограда","","VI Синхронный Кубок Зеленограда","2017-02-18 00:00:00","2017-02-21 23:55:00","3","15","","45","Синхрон","360","","","2017-02-20","","https://sites.google.com/site/zelcup/",NA,NA
"3979","Тропик Козерога","","Международный синхронный турнир ""Тропик Козерога""","2017-01-13 19:00:00","2017-01-17 19:00:00","3","12","","36","Синхрон","6","0","","2017-01-16","","",NA,NA
"3926","Серия Premier. Просто хороший синхрон","","Серия Premier. Просто хороший синхрон — 2016","2016-11-11 20:00:00","2016-11-15 20:00:00","3","12","","36","Синхрон","7","450","оплата до 20 ноября включительно","2016-11-11","","",NA,NA
"3438","Мемориал Диара Туганбаева. Синхрон","","Международный синхронный чемпионат ""Мемориал Диара Туганбаева - 2016""","2016-06-05 00:55:00","2016-06-08 23:55:00","3","12","","36","Синхрон","400","0","Команды БКЗ","2016-06-04","","https://vk.com/event98744371",NA,NA
"3762","Саратов","Саратов","18-й фестиваль интеллектуальных игр ""Саратов-2016""","2016-04-30 13:00:00","2016-05-02 15:00:00","6","15","","90","Обычный","30","0","Школьная команда","","","http://chgk.volgaint.ru/",NA,NA
"3592","Чемпионат Москвы. Высшая лига","Москва","XXI регулярный чемпионат Москвы. Высшая лига","2015-11-28 00:00:00","2016-03-19 20:00:00","4","12","","144","Обычный","0","0","","","","",NA,NA
"3591","Зимний Синхронный Умлаут","","Международный синхронный турнир ""Зимний Синхронный Умлаут 2016""","2016-02-05 20:00:00","2016-02-09 20:00:00","3","12","","36","Синхрон","4","2","Студенческие команды (Каждый участник не старше 24 лет).","2016-02-06","","http://umlaut-muenchen.de/",NA,NA
"3281","Саратов","Саратов","""XVII межрегиональный фестиваль интеллектуальных игр Саратов-2015""","2015-05-01 13:00:00","2015-05-03 16:00:00","6","15","","90","Обычный","1800","0","","","","http://saratovfest.livejournal.com/",NA,NA
"3171","Чемпионат Москвы. Высшая лига","Москва","XX Регулярный чемпионат Москвы (""Гран-при""). Высшая лига","2015-02-07 00:00:00","2015-04-11 18:00:00","4","12","","144","Обычный","0","0","","","","",NA,NA
"2785","Саратов","Саратов","16 межрегиональный фестиваль интеллектуальных игр ""Саратов-2014""","2014-05-01 00:00:00","2014-05-03 00:00:00","6","15","","90","Обычный","1500","0","Школьные команды","","","http://chgk.volgaint.ru/",NA,NA
"2309","Поволжская лига. Казань","","","2013-02-03 00:00:00","2013-02-03 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1697","Чемпионат Саратова","Саратов","","2010-10-10 00:00:00","2010-11-28 00:00:00","3","15","","45","Региональный","","","","","","",NA,NA
"657","Поволжская лига","","","2009-12-20 00:00:00","2010-03-28 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"570","Чемпионат Саратова","Саратов","","2009-10-11 00:00:00","2009-12-20 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"460","Поволжская лига","","","2008-12-21 00:00:00","2009-03-29 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"418","Чемпионат Саратова","Саратов","","2008-10-01 00:00:00","2008-12-14 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"323","Поволжская лига","","","2007-12-23 00:00:00","2008-03-23 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"296","Чемпионат Саратова","Саратов","","2007-12-15 00:00:00","2007-12-17 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"265","Поволжская лига","","","2006-10-01 00:00:00","2007-04-15 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"210","Чемпионат Саратова","Саратов","","2006-12-24 00:00:00","2006-12-24 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"164","Поволжская лига","","","2005-12-18 00:00:00","2006-04-30 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"132","Чемпионат Саратова","Саратов","","2005-12-25 00:00:00","2005-12-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"38","Саратов","Саратов","","2004-05-04 00:00:00","2004-05-04 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1391","Открытый чемпионат Саратова","Саратов","","2003-05-01 00:00:00","2003-05-02 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4597","Серия Premier. Зима близко","","Серия Premier. Зима близко (также известный как Просто хороший синхрон)","2017-11-10 19:00:00","2017-11-14 19:00:00","3","12","","36","Синхрон","7","","","2017-11-14","","",NA,NA
"4451","Зеркало кубка Pubchgk","","Зеркало кубка Pubchgk","2017-08-04 19:00:00","2017-08-08 19:00:00","3","12","","36","Синхрон","300","0","Школьные команды","2017-08-07","","https://vk.com/pubchgk",NA,NA
"3508","Нейробеккет","","Нейробеккет","2016-09-09 19:00:00","2016-09-13 19:00:00","3","12","","36","Синхрон","300","0","","2016-09-12","","https://docs.google.com/document/d/1-kkuzP92GFzt8xNCINLyNUVNsCm0ieQRw52i76jyb5U/edit?usp=sharing",NA,NA
"3582","Кубок Кеннета Каунды","","Кубок Кеннета Каунды - Асинхронный турнир на политическую тематику ","2015-07-01 14:00:00","2015-08-24 14:00:00","3","10","","30","Асинхрон","0","0","","","","",NA,NA
"3337","Молодёжный Кубок Вятки","Киров","Молодёжный Кубок Вятки. Весна-2015","2015-05-17 13:00:00","2015-05-17 17:00:00","3","15","","45","Обычный","0","0","","","","http://chgk43.ru/",NA,NA
"2979","Открытый Кубок МГПУ","Москва","IV Открытый Кубок Московского городского педагогического университета","2015-04-25 00:00:00","2015-04-25 00:00:00","5","12","","60","Обычный","1200","400","команды из МГПУ","","","",NA,NA
"3233","Синхрон Высшей лиги. 2-й этап","","Синхронный турнир Высшей лиги чемпионата Москвы. 2-й этап","2015-03-06 19:00:00","2015-03-10 19:00:00","4","12","","48","Синхрон","300","0","","2015-03-06","","",NA,NA
"3182","Синхрон Высшей лиги. 1-й этап","","Синхронный турнир Высшей лиги чемпионата Москвы","2015-02-13 19:01:00","2015-02-17 14:00:00","4","12","","48","Синхрон","0","0","","2015-02-14","в силу неустранимых причин","",NA,NA
"3111","Молодёжный Кубок Вятки","Киров","Молодёжный Кубок Вятки. Осень-2014","2014-12-21 13:00:00","2014-12-21 17:00:00","3","15","","45","Обычный","0","0","","","","http://chgk43.ru",NA,NA
"3054","Кубок соседней галактики","","Синхронный турнир ""Кубок соседней галактики - 2014""","2014-12-12 14:00:00","2014-12-16 14:00:00","3","15","","45","Синхрон","8","0","","2014-12-09","","",NA,NA
"3104","Горький Декабрь","Нижний Новгород","""Горький Декабрь""","2014-12-13 13:00:00","2014-12-13 16:00:00","4","15","","60","Обычный","1500","0","","","","",NA,NA
"3029","Открытый кубок МГУ","Москва","V Открытый кубок Московского государственного университета имени М. В. Ломоносова","2014-11-22 14:00:00","2014-11-22 18:00:00","4","12","","48","Обычный","600","0","","","","http://chgk.msu.ru",NA,NA
"2858","Играй для жизни","","Благотворительный синхронный турнир ""Играй для Жизни""","2014-09-20 11:00:00","2014-09-23 00:00:00","3","15","","45","Синхрон","0","0","","2014-09-19","","http://chgk43.ru/blago",NA,NA
"2665","ОСА. Открытый суперкубок Астрахани","","Первый синхронный турнир ""Открытый суперкубок Астрахани""","2014-08-16 14:00:00","2014-08-19 00:00:00","3","14","","42","Синхрон","7","","","2014-08-14","","",NA,NA
"2798","Открытый кубок МГПУ","Москва","III Открытый кубок МГПУ по Что? Где? Когда?","2014-04-26 00:00:00","2014-04-26 00:00:00","4","12","","48","Обычный","600","100","школьные команды","","","",NA,NA
"2836","Летний Кубок МММЦ. Апрель","","Международный Синхронный Турнир ""Летний Кубок МММЦ. Апрель""","2014-04-05 00:00:00","2014-04-07 00:00:00","2","12","","24","Синхрон","0","","","2014-04-02","","",NA,NA
"2734","Синхронный кубок Зеленограда","","III Синхронный кубок Зеленограда","2014-01-26 00:00:00","2014-01-28 00:00:00","3","15","","45","Синхрон","240","0","Школьные команды (все игроки родились не ранее 01.01.1996 года)","2014-01-22","","https://sites.google.com/site/zelcup/iii-skz",NA,NA
"4761","Умлаут speсial: Сова в пабе","","Международный синхронный турнир ""Умлаут speсial: Сова в пабе 2018"" ","2018-03-29 19:00:00","2018-04-02 19:00:00","3","14","","42","Синхрон","6","4","Молодежные команды, все участники которых младше 24 лет.","2018-04-01","","",NA,NA
"4440","Весенний Умлаут","Мюнхен","Мюнхенский международный фестиваль интеллектуальных игр ""Весенний Умлаут 2018"" ","2018-03-31 12:00:00","2018-03-31 18:00:00","4","15","","60","Обычный","40","","","","","http://umlaut-muenchen.de/",NA,NA
"4786","Интеллектуальный марафон","","Всероссийская командная интеллектуальная игра на тему популяризации физической культуры и спорта «Интеллектуальный марафон»","2018-03-23 18:00:00","2018-03-27 18:00:00","3","12","","36","Синхрон","0","","","2018-03-25","","http://intelmarathon.tilda.ws/",NA,NA
"2468","Открытый кубок Ейска","Ейск","","2013-07-27 00:00:00","2013-07-28 00:00:00","6","15","","90","Обычный","","","","","","",NA,NA
"2467","Открытый кубок Ейска. Олимпийский турнир","Ейск","","2013-07-26 00:00:00","2013-07-26 00:00:00","5","12","","60","Обычный","","","","","","",NA,NA
"2425","Белая дача. 10 лет","Искра","","2013-07-20 00:00:00","2013-07-20 00:00:00","5","15","","75","Региональный","","","","","","",NA,NA
"1295","Чемпионат Санкт-Петербурга. Высшая лига","Санкт-Петербург","","2002-02-17 00:00:00","2002-04-28 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1156","Чемпионат Санкт-Петербурга. Первая лига","Санкт-Петербург","","2001-01-28 00:00:00","2001-03-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"2765","Кубок Хайфы","Хайфа","Кубок Хайфы","2014-01-11 00:00:00","2014-01-11 00:00:00","3","15","","45","Обычный","10","","","","","",NA,NA
"700","Бархатный сезон","Юрмала","","2010-08-14 00:00:00","2010-08-15 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"332","Вешние воды","Орёл","","2008-04-20 00:00:00","2008-04-20 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"257","Открытый чемпионат Твери","Тверь","","2007-05-27 00:00:00","2007-05-27 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"3318","Летний Синхронный Умлаут","","Летний Синхронный Умлаут 2015","2015-06-25 21:00:00","2015-06-29 21:00:00","3","12","","36","Синхрон","4","2","Студенческие команды и команды, участвовавшие в очном турнире ""Весенний Умлаут 2015"" имеют право на льготный взнос. Школьные команды играют бесплатно.","2015-06-27","","http://www.umlaut-muenchen.de/",NA,NA
"2138","Осенний Ёж","Тель-Авив","","2012-09-22 00:00:00","2012-09-22 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4468","Кубок Ичеришехер","Баку","V Международный Кубок Ичеришехер","2017-07-29 10:00:00","2017-07-30 17:00:00","4","15","","60","Обычный","0","","","","","",NA,NA
"2385","Командум","Владимир","","2013-05-26 00:00:00","2013-05-26 00:00:00","4","13","","52","Обычный","","","","","","",NA,NA
"1770","Кубок княгини Ольги","Витебск","","2011-04-30 00:00:00","2011-05-01 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4851","От А до Ян","Дилижан","От А до Ян","2018-04-01 11:00:00","2018-04-01 14:00:00","3","12","","36","Обычный","0","","","","","",NA,NA
"4327","Кубок княгини Ольги","Витебск","XXIV Международный турнир по интеллектуальным играм ""Кубок княгини Ольги 2017""","2017-06-24 11:00:00","2017-06-25 16:00:00","6","15","","90","Обычный","30","","","","","https://goo.gl/forms/xLGYp9yZEokA8HeV2",NA,NA
"4042","Из Минска с любовью. 6 этап.","","Многоэтапный синхронный турнир ""Из Минска с любовью"". Сезон 2016-2017. 6 этап.","2017-04-15 19:00:00","2017-04-19 18:55:00","2","18","","36","Синхрон","4.5","3","Студенты. Школьники играют бесплатно. Взнос для белорусских команд - 3 и 2$ соответственно.","2017-04-17","","",NA,NA
"4025","Нехрустальная Сова","Ярославль","VIII фестиваль Нехрустальная Сова","2017-04-08 13:00:00","2017-04-09 16:00:00","6","15","","90","Обычный","2000","1000","Команды, представляющие Ярославль","","","https://www.facebook.com/groups/585283168289638",NA,NA
"4041","Из Минска с любовью. 5 этап.","","Многоэтапный синхронный турнир ""Из Минска с любовью"". Сезон 2016-2017. 5 этап.","2017-03-18 19:00:00","2017-03-22 18:55:00","2","18","","36","Синхрон","4.5","3","Студенты. Школьники играют бесплатно. Взнос для белорусских команд - 3 и 2$ соответственно.","2017-03-20","","",NA,NA
"4040","Из Минска с любовью. 4 этап.","","Многоэтапный синхронный турнир ""Из Минска с любовью"". Сезон 2016-2017. 4 этап.","2017-02-25 19:00:00","2017-03-01 18:55:00","2","18","","36","Синхрон","4.5","3","Студенты. Школьники играют бесплатно. Взнос для белорусских команд - 3 и 2$ соответственно.","2017-02-28","","",NA,NA
"3843","Ultima Tule","Тула"," V Тульский фестиваль интеллектуальных игр ""Ultima Tule"" ","2016-06-25 13:00:00","2016-06-26 16:00:00","5","15","","75","Обычный","2400","0","","","","",NA,NA
"3517","Нестерка","Минск","XXI Международный турнир по интеллектуальным играм «Нестерка 2015»","2015-11-07 10:00:00","2015-11-08 17:00:00","4","15","","60","Обычный","35","0","","","","",NA,NA
"2657","Горький октябрь","Нижний Новгород","Шестой межрегиональный фестиваль интеллектуальных игр ""Горький Октябрь 2013""","2013-11-02 00:00:00","2013-11-03 00:00:00","5","15","","75","Обычный","0","","","","","",NA,NA
"2234","Кубок Европы среди студентов","Петродворец","","2012-11-09 00:00:00","2012-11-11 00:00:00","0","0","","0","Обычный","","","","","","",NA,NA
"2025","Студенческий чемпионат России","Нижний Новгород","","2012-04-21 00:00:00","2012-04-22 00:00:00","6","15","","90","Обычный","","","","","","",NA,NA
"2037","Воскресная СКАзка","Санкт-Петербург","","2012-02-19 00:00:00","2012-02-19 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"2036","Субботняя СКАзка","Санкт-Петербург","","2012-02-18 00:00:00","2012-02-18 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"2027","Студенческий чемпионат СПб","Санкт-Петербург","","2011-09-28 00:00:00","2011-11-18 00:00:00","6","18","","108","Обычный","","","","","Турнир не был лицензирован","",NA,NA
"2146","Мартовский волк","","","2009-03-07 00:00:00","2009-03-09 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"3531","Серия Premier. Просто хороший синхрон","","Серия Premier. Просто хороший синхрон — 2015","2015-11-14 00:00:00","2015-11-17 23:55:00","3","12","","36","Синхрон","6.5","360","оплата до 22 ноября включительно","2015-11-13","","",NA,NA
"2977","Киевские кручи. Май","","Международный синхронный турнир ""Киевские кручи. Май""","2015-05-22 18:00:00","2015-05-26 18:00:00","3","14","","42","Синхрон","8","0","школьные команды играют бесплатно. Молодежные - за 4 доллара.","2015-05-23","","http://kiev-kru-chgk.livejournal.com",NA,NA
"3345","Кубок 12 коллегий","Санкт-Петербург","IX фестиваль интеллектуальных игр «Кубок 12 коллегий» – 2015. Турнир по ЧГК.","2015-04-11 13:00:00","2015-04-11 17:30:00","3","12","","36","Обычный","0","0","","","","",NA,NA
"3118","Кубок Европы среди студентов","Петродворец","","2014-11-15 00:00:00","2014-11-16 00:00:00","5","15","","75","Обычный","0","0","","","","",NA,NA
"2810","Хрустальный Голем","Прага","Второй международный пражский фестиваль интеллектуальных игр ""Хрустальный Голем""","2014-05-08 00:00:00","2014-05-11 00:00:00","6","15","","90","Обычный","0","","","","","http://www.chgk.cz",NA,NA
"2839","Студенческий чемпионат России","Пущино","Чемпионат России по ""Что? Где? Когда"" среди студенческих команд","2014-04-19 00:00:00","2014-04-20 00:00:00","6","15","","90","Обычный","1000","","","","","http://studchr.chgk.info",NA,NA
"2832","Студенческий чемпионат Санкт-Петербурга","Санкт-Петербург","Студенческий чемпионат Санкт-Петербурга по игре ""Что? Где? Когда?""","2013-10-04 00:00:00","2014-02-14 00:00:00","5","21","","105","Региональный","240","","","","","http://www.aerobrain.ru/tournaments/ia/",NA,NA
"2724","Кубок весей","","Международный синхронный чемпионат ""Кубок весей-2014""","2014-02-01 00:00:00","2014-02-03 00:00:00","3","12","","36","Синхрон","240","0","команды БКЗ","2014-01-30","","http://vk.com/event64485313",NA,NA
"2760","Кубок Европы среди студентов","Петродворец","","2013-12-21 00:00:00","2013-12-22 00:00:00","5","15","","75","Обычный","","","","","Организаторы посчитали рейтингование ненужным","http://windflower.spb.ru/ke/2013/index.html",NA,NA
"2245","Студенческий чемпионат России","Курск","","2013-04-20 00:00:00","2013-04-21 00:00:00","6","15","","90","Обычный","","","","","","",NA,NA
"613","Могилёвский полтинник","Могилёв","","2010-03-14 00:00:00","2010-03-14 00:00:00","3","15","","45","Обычный","","","","","Турнир не был лицензирован","",NA,NA
"612","Мартовский лев","Могилёв","","2010-03-13 00:00:00","2010-03-13 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"525","Доп. потоп","Санкт-Петербург","","2009-09-12 00:00:00","2009-09-13 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"356","Балтийский берег","","","2008-02-01 00:00:00","2008-05-11 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"100","Интеллектуальный марафон","Нижний Новгород","","2005-05-15 00:00:00","2005-05-15 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4577","Игра Первопрестольной. Третий сезон","Москва","III Межрегиональный фестиваль интеллектуальных игр «Игра Первопрестольной» / Студенческий чемпионат Москвы","2018-02-25 13:00:00","2018-02-25 17:00:00","4","15","","60","Обычный","1800","","","","","https://vk.com/gameofchgk",NA,NA
"4133","Кубок Ивантеллект","Москва","Межрегиональный фестиваль интеллектуальных игр «Кубок «Ивантеллект» / Выездной чемпионат Ивантеевки","2017-12-03 12:30:00","2017-12-03 16:00:00","4","12","","48","Обычный","1500","1200","студенческая команда","","","https://vk.com/okivchgk",NA,NA
"4476","Знатокиада. Кубок Дружбы","","Синхронный ""Кубок дружбы Знатокиады-2017""","2017-08-25 20:00:00","2017-08-29 20:00:00","3","15","","45","Синхрон","8","","","2017-08-29","","",NA,NA
"4432","Кубок Pubchgk","Москва","Кубок Pubchgk","2017-07-30 12:30:00","2017-07-30 16:00:00","3","13","","39","Обычный","1200","","","","","https://vk.com/pubchgk",NA,NA
"4312","Тарусские тропы","Таруса","II-й межрегиональный турнир по игре «Что? Где? Когда?» «Тарусские тропы – 2017""","2017-06-03 13:30:00","2017-06-04 15:00:00","5","15","","75","Обычный","2400","","","","","",NA,NA
"4195","Открытый Чемпионат Берлина","Берлин","Открытый Чемпионат Берлина по игре «Что? Где? Когда?»","2017-04-23 12:00:00","2017-04-23 18:00:00","4","12","","48","Обычный","30","","","","","https://www.facebook.com/events/1051052321704993",NA,NA
"4140","Чемпионат Москвы. Высшая лига","Москва","XXII регулярный чемпионат Москвы (""Гран-при""). Высшая лига","2016-12-17 00:00:00","2017-04-15 20:00:00","4","12","","144","Обычный","0","","","","","",NA,NA
"3878","Открытый чемпионат Калининграда","Калининград","XIX Открытый чемпионат Калининграда по игре ""Что? Где? Когда?""","2016-07-05 00:00:00","2016-07-05 00:00:00","30","12","","360","Обычный","0","0","","","","",NA,NA
"3598","Нехрустальная Сова","Ярославль","VII фестиваль Нехрустальная Сова","2016-05-22 11:00:00","2016-05-22 18:00:00","4","15","","60","Обычный","2200","1400","команды из Ярославля","","","http://yarkii.chgk.info/sova.html",NA,NA
"3832","MGIMay","Москва","Открытый турнир КИИ МГИМО ""MGIMay-2016""","2016-05-14 16:00:00","2016-05-14 21:00:00","3","15","","45","Обычный","1800","1500","Для команд, не участвующих в зачете ЭКР","","","http://vk.com/kii.mgimo",NA,NA
"3652","Дилижанские игры","Дилижан","Дилижанские игры-2016","2016-03-25 12:00:00","2016-03-27 15:00:00","6","12","","72","Обычный","125","0","","","","http://www.armchgk.com",NA,NA
"3753","Кубок Шеннона","Дилижан","Кубок Шеннона","2016-03-25 19:00:00","2016-03-25 22:00:00","3","12","","36","Обычный","4","0","","","","http://www.armchgk.com",NA,NA
"3510","Самариум","Самара","XVII межрегиональный фестиваль интеллектуальных игр ""СамариУМ-2015""","2015-12-12 12:00:00","2015-12-13 14:00:00","3","24","","72","Обычный","1800","0","","","","http://znatok63.ru",NA,NA
"3403","Открытый чемпионат Реутова","Реутов","V Открытый чемпионат г.Реутов","2015-09-12 13:00:00","2015-09-12 18:00:00","5","12","","60","Обычный","1500","0","","","","http://bolmadyk.livejournal.com/",NA,NA
"3431","Янтарная Сова","Калининград","XII Международный фестиваль интеллектуальных игр ""Янтарная сова""-2015","2015-08-22 12:00:00","2015-08-23 16:00:00","6","15","","90","Обычный","1200","0","Для школьных команд","","","",NA,NA
